Model Outputs
250
,,MJR_V2:LAbsAnkleAngle,,,MJR_V2:LAnkleAngles,,,MJR_V2:LAnkleForce,,,MJR_V2:LAnkleMoment,,,MJR_V2:LAnklePower,,,MJR_V2:LFE,,,,,,,,,MJR_V2:LFO,,,,,,,,,MJR_V2:LFootProgressAngles,,,MJR_V2:LGroundReactionForce,,,MJR_V2:LGroundReactionMoment,,,MJR_V2:LHipAngles,,,MJR_V2:LHipForce,,,MJR_V2:LHipMoment,,,MJR_V2:LHipPower,,,MJR_V2:LKneeAngles,,,MJR_V2:LKneeForce,,,MJR_V2:LKneeMoment,,,MJR_V2:LKneePower,,,MJR_V2:LNormalisedGRF,,,MJR_V2:LPelvisAngles,,,MJR_V2:LTI,,,,,,,,,MJR_V2:LTO,,,,,,,,,MJR_V2:PEL,,,,,,,,,MJR_V2:RAbsAnkleAngle,,,MJR_V2:RAnkleAngles,,,MJR_V2:RAnkleForce,,,MJR_V2:RAnkleMoment,,,MJR_V2:RAnklePower,,,MJR_V2:RFE,,,,,,,,,MJR_V2:RFO,,,,,,,,,MJR_V2:RFootProgressAngles,,,MJR_V2:RGroundReactionForce,,,MJR_V2:RGroundReactionMoment,,,MJR_V2:RHipAngles,,,MJR_V2:RHipForce,,,MJR_V2:RHipMoment,,,MJR_V2:RHipPower,,,MJR_V2:RKneeAngles,,,MJR_V2:RKneeForce,,,MJR_V2:RKneeMoment,,,MJR_V2:RKneePower,,,MJR_V2:RNormalisedGRF,,,MJR_V2:RPelvisAngles,,,MJR_V2:RTI,,,,,,,,,MJR_V2:RTO,,,,,,,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ
670,0,6.19351,0,0,11.7114,-13.8099,57.8926,5.16764,0.735004,0.311614,100.77,-82.78,36.8731,0,0,-0.0266533,6.55625,3.4445,106.839,306.189,316.062,487.233,350.104,350.104,350.104,70.3153,-62.5417,70.9482,232.791,414.779,64.7441,244.497,244.497,244.497,-86.2942,-3.16279,-3.3131,1.03545,0.0792791,5.26687,-208.444,-133.225,18.0476,18.1771,-4.26451,-10.3144,0.0186935,0.616417,-3.77319,-251.104,224.038,0.740806,0,0,-0.0615123,10.6467,-3.65361,-44.6636,0.78647,-0.442014,-4.69584,193.093,-159.125,20.9163,0,0,-0.0100548,-0.808146,-10.555,53.6888,16.5845,-0.0786213,-6.8754,5.37891,15.8254,151.153,259.564,243.761,90.8639,388.598,388.598,388.599,70.3153,-62.5416,70.9482,228.081,495.972,59.4854,81.4992,81.4992,81.4992,-12.4886,13.9521,96.138,436.741,320.145,832.107,185.434,185.434,185.434,13.9852,0,0,16.4803,-5.25591,31.581,4.60313,-0.199123,0.424461,153.186,86.3207,22.2098,0,0,-0.0154721,-1.44146,-9.62706,76.7495,576.67,357.718,481.519,351.877,351.877,351.877,57.8469,-75.8416,73.7571,642.709,403.375,65.6192,246.616,246.616,246.616,-86.7818,-9.33526,-5.66968,-0.979969,-0.0748802,4.66326,-151.831,97.0113,-25.1292,20.0972,-10.1575,-19.315,-0.0583483,-0.611895,-3.16167,-454.888,401.471,-50.8949,0,0,-0.0609087,22.3657,-1.8481,-24.8105,1.45547,0.295266,-3.90749,536.279,-4.7413,51.5781,0,0,0.0442803,0.763305,-9.98949,47.5358,16.5845,0.0786213,6.8754,-18.4269,3.90177,50.6347,607.056,231.956,88.5142,395.754,395.754,395.754,57.8469,-75.8416,73.7571,650.83,485.049,61.0269,82.2055,82.2055,82.2055
671,0,6.21814,0,0,11.7622,-13.8158,57.9039,5.15594,0.727405,0.30915,97.8288,-85.5259,36.3014,0,0,-0.0258733,6.5452,3.44041,106.844,306.13,316.173,487.226,350.087,350.087,350.087,70.3288,-62.5284,70.9137,232.795,414.79,64.7638,244.497,244.497,244.497,-86.3025,-3.19559,-3.30435,1.02987,0.0796775,5.25492,-210.835,-130.356,18.2866,18.1338,-4.24546,-10.2916,0.0149263,0.614959,-3.75926,-251.305,218.858,0.829472,0,0,-0.0597152,10.6571,-3.66084,-44.6694,0.78244,-0.441553,-4.68348,190.846,-163.255,20.2789,0,0,-0.00957372,-0.812207,-10.4982,53.567,16.5437,-0.073043,-6.90458,5.36647,15.8432,151.161,259.55,243.764,90.8494,388.62,388.62,388.62,70.3288,-62.5284,70.9137,228.097,495.984,59.5168,81.4992,81.4992,81.4992,-12.4508,13.926,96.1698,436.614,320.32,832.076,185.434,185.434,185.434,14.0151,0,0,16.5188,-5.25907,31.5979,4.62157,-0.196895,0.416851,151.744,87.1138,21.7076,0,0,-0.0156226,-1.47436,-9.61285,76.7662,576.588,357.749,481.446,351.895,351.895,351.895,57.8462,-75.8808,73.7756,642.702,403.359,65.6479,246.616,246.616,246.616,-86.804,-9.37173,-5.66498,-0.982758,-0.067709,4.68079,-155.177,98.1268,-26.2049,20.019,-10.1723,-19.3294,-0.0627244,-0.614581,-3.17616,-454.982,403.203,-51.4922,0,0,-0.0638783,22.3433,-1.8405,-24.8455,1.45607,0.294759,-3.92489,537.864,-4.51655,51.2938,0,0,0.0463176,0.690204,-10.0179,47.7145,16.5437,0.073043,6.90458,-18.4401,3.8914,50.6129,607.055,231.928,88.4646,395.756,395.756,395.756,57.8462,-75.8808,73.7756,650.817,485.035,61.0873,82.2055,82.2054,82.2055
672,0,6.24181,0,0,11.8113,-13.8219,57.9156,5.15123,0.727891,0.304878,98.167,-83.6057,36.4867,0,0,-0.0246748,6.53426,3.43667,106.85,306.073,316.281,487.219,350.072,350.072,350.072,70.3414,-62.5157,70.8805,232.798,414.8,64.7824,244.497,244.497,244.497,-86.3103,-3.22712,-3.29562,1.03266,0.0828647,5.24934,-210.357,-131.631,18.5257,18.0905,-4.22784,-10.2714,0.0108792,0.621128,-3.75269,-249.64,224.66,0.526972,0,0,-0.0579226,10.6666,-3.66821,-44.6745,0.784128,-0.436501,-4.6788,193.078,-160.231,20.6776,0,0,-0.00867393,-0.844697,-10.5266,53.5101,16.5033,-0.0680712,-6.93188,5.35479,15.8606,151.169,259.535,243.767,90.8357,388.64,388.64,388.64,70.3413,-62.5157,70.8805,228.113,495.996,59.5464,81.4991,81.4992,81.4991,-12.4139,13.8994,96.1997,436.493,320.49,832.047,185.434,185.434,185.434,14.0447,0,0,16.5576,-5.26276,31.6176,4.63509,-0.194557,0.409641,146.291,88.5079,21.9707,0,0,-0.0151355,-1.50513,-9.59892,76.7741,576.509,357.78,481.377,351.915,351.915,351.915,57.8456,-75.92,73.7944,642.696,403.343,65.6765,246.616,246.616,246.616,-86.8263,-9.40836,-5.66006,-0.98475,-0.0613346,4.69354,-162.109,100.199,-27.1611,19.9427,-10.1856,-19.351,-0.0669888,-0.616169,-3.18591,-458.92,404.488,-51.5044,0,0,-0.0673956,22.3214,-1.83686,-24.8751,1.45527,0.294421,-3.93753,542.684,-6.13049,51.6528,0,0,0.0481322,0.625225,-10.0382,47.8444,16.5033,0.0680712,6.93188,-18.4531,3.88063,50.5885,607.055,231.901,88.4148,395.76,395.76,395.76,57.8456,-75.9201,73.7945,650.803,485.022,61.1476,82.2055,82.2055,82.2055
673,0,6.2644,0,0,11.8586,-13.8281,57.9276,5.15251,0.726114,0.303647,97.9631,-83.2049,36.22,0,0,-0.0235796,6.5234,3.43333,106.856,306.018,316.384,487.211,350.059,350.059,350.059,70.353,-62.5036,70.8485,232.802,414.81,64.7999,244.497,244.497,244.497,-86.3177,-3.25726,-3.28692,1.03345,0.0832631,5.25014,-210.596,-131.95,18.8842,18.0473,-4.21163,-10.2537,0.00904807,0.624521,-3.75267,-250.023,226.339,0.12671,0,0,-0.0562624,10.6752,-3.67566,-44.6785,0.78546,-0.435964,-4.67964,194.16,-160.276,20.4978,0,0,-0.00787423,-0.848758,-10.5347,53.5182,16.4632,-0.0636838,-6.9573,5.3438,15.8774,151.177,259.521,243.769,90.8228,388.658,388.658,388.658,70.353,-62.5036,70.8485,228.129,496.007,59.5742,81.4992,81.4992,81.4991,-12.378,13.8725,96.2279,436.376,320.655,832.021,185.434,185.434,185.434,14.0741,0,0,16.5966,-5.26685,31.6394,4.66891,-0.189472,0.407281,148.127,88.5984,21.6318,0,0,-0.0155351,-1.53372,-9.58537,76.7737,576.432,357.811,481.31,351.936,351.936,351.936,57.8451,-75.9591,73.8133,642.69,403.329,65.7049,246.616,246.616,246.616,-86.8485,-9.44494,-5.65503,-0.987937,-0.0585457,4.727,-163.066,100.677,-27.4001,19.8687,-10.1972,-19.3791,-0.0708087,-0.615489,-3.21728,-459.59,403.619,-51.3347,0,0,-0.0696101,22.3003,-1.83688,-24.8993,1.46164,0.300355,-3.96905,543.734,-7.49095,51.5558,0,0,0.0489532,0.596797,-10.0707,48.1856,16.4632,0.0636838,6.9573,-18.4658,3.86961,50.5621,607.056,231.875,88.3651,395.768,395.768,395.768,57.8451,-75.9591,73.8134,650.79,485.011,61.2076,82.2055,82.2055,82.2055
674,0,6.28594,0,0,11.9038,-13.8343,57.9396,5.15825,0.721985,0.305495,96.4265,-84.744,35.3818,0,0,-0.022567,6.51263,3.4304,106.864,305.967,316.484,487.202,350.048,350.048,350.048,70.3638,-62.4922,70.8178,232.807,414.82,64.8163,244.497,244.497,244.497,-86.3245,-3.28599,-3.27829,1.03226,0.0808727,5.25572,-212.269,-130.835,19.4819,18.0045,-4.19677,-10.2386,0.00944121,0.624563,-3.75722,-253.095,223.151,-0.413396,0,0,-0.0548981,10.6829,-3.6831,-44.6816,0.786259,-0.43993,-4.68443,194.116,-164.252,19.6232,0,0,-0.00722001,-0.824391,-10.5225,53.5751,16.4239,-0.0598494,-6.98085,5.33346,15.8935,151.185,259.507,243.772,90.8107,388.674,388.674,388.674,70.3638,-62.4922,70.8178,228.146,496.018,59.6003,81.4992,81.4991,81.4992,-12.3432,13.8455,96.2542,436.264,320.815,831.998,185.434,185.434,185.434,14.1032,0,0,16.6355,-5.27122,31.6627,4.68616,-0.185339,0.399401,145.082,90.064,21.1837,0,0,-0.0150495,-1.56018,-9.57231,76.766,576.356,357.844,481.248,351.959,351.959,351.959,57.8446,-75.9979,73.8322,642.685,403.315,65.7331,246.616,246.616,246.616,-86.8705,-9.48127,-5.64991,-0.988734,-0.0513745,4.74374,-167.846,102.748,-28.5953,19.797,-10.2074,-19.4128,-0.0785231,-0.615276,-3.2318,-460.111,404.002,-51.7393,0,0,-0.0709285,22.2801,-1.8402,-24.9183,1.45976,0.301336,-3.98597,546.342,-8.23543,51.3885,0,0,0.0493048,0.523695,-10.0788,48.3561,16.4239,0.0598494,6.98085,-18.4783,3.85852,50.5343,607.058,231.85,88.316,395.778,395.778,395.778,57.8446,-75.9979,73.8322,650.778,484.999,61.2671,82.2055,82.2055,82.2055
675,0,6.30641,0,0,11.947,-13.8405,57.9515,5.15892,0.717311,0.310179,97.2804,-82.8054,35.4661,0,0,-0.0213398,6.50196,3.42791,106.873,305.917,316.578,487.193,350.039,350.039,350.039,70.3737,-62.4814,70.7885,232.811,414.829,64.8317,244.497,244.497,244.497,-86.3308,-3.31328,-3.26979,1.03027,0.0752951,5.25651,-210.835,-132.906,19.0038,17.9621,-4.1832,-10.2258,0.012834,0.622864,-3.75725,-256.57,223.064,-0.432376,0,0,-0.0536944,10.6897,-3.69047,-44.6837,0.78782,-0.446018,-4.68384,195.981,-165.208,19.8891,0,0,-0.00638944,-0.767534,-10.5022,53.5832,16.3853,-0.0564975,-7.00254,5.32369,15.9091,151.193,259.493,243.774,90.7993,388.689,388.689,388.689,70.3737,-62.4814,70.7885,228.163,496.029,59.6247,81.4992,81.4992,81.4991,-12.3096,13.8185,96.2786,436.156,320.97,831.978,185.434,185.434,185.434,14.1318,0,0,16.6739,-5.27577,31.6869,4.7153,-0.180254,0.39262,143.702,90.5306,20.8278,0,0,-0.0147467,-1.58456,-9.55981,76.7518,576.284,357.876,481.189,351.982,351.982,351.982,57.8441,-76.0361,73.8509,642.68,403.303,65.761,246.616,246.616,246.616,-86.8921,-9.51715,-5.64484,-0.990726,-0.0446017,4.77242,-171.91,103.864,-29.4319,19.728,-10.2163,-19.4512,-0.088077,-0.615067,-3.25901,-459.839,403.324,-51.795,0,0,-0.0714689,22.2609,-1.84642,-24.9323,1.46076,0.304318,-4.0146,548.308,-9.85775,51.168,0,0,0.0491333,0.454655,-10.0991,48.6485,16.3853,0.0564975,7.00254,-18.4905,3.84742,50.5056,607.06,231.826,88.2678,395.791,395.791,395.791,57.8441,-76.036,73.8509,650.766,484.989,61.3258,82.2055,82.2055,82.2055
676,0,6.32583,0,0,11.9881,-13.8465,57.9631,5.15629,0.712903,0.315936,97.744,-83.8726,35.1925,0,0,-0.0204419,6.49136,3.42587,106.882,305.87,316.668,487.184,350.032,350.032,350.032,70.3828,-62.4713,70.7606,232.816,414.838,64.8461,244.497,244.497,244.497,-86.3368,-3.33914,-3.26143,1.02828,0.0685223,5.25412,-209.639,-131.791,18.6452,17.9203,-4.17083,-10.2153,0.0181276,0.621442,-3.75438,-260.619,220.045,-0.562872,0,0,-0.0524696,10.6957,-3.6977,-44.6847,0.790182,-0.452568,-4.67995,195.814,-168.204,19.4944,0,0,-0.00563503,-0.698494,-10.4819,53.5588,16.3477,-0.053566,-7.02236,5.31447,15.9239,151.2,259.48,243.776,90.7885,388.702,388.702,388.702,70.3828,-62.4713,70.7606,228.179,496.039,59.6474,81.4992,81.4992,81.4992,-12.2773,13.7917,96.3012,436.053,321.119,831.961,185.434,185.434,185.434,14.1597,0,0,16.7117,-5.28041,31.7116,4.73138,-0.179682,0.386911,140.05,90.8308,20.8687,0,0,-0.0141081,-1.60693,-9.54791,76.7321,576.213,357.91,481.135,352.007,352.007,352.007,57.8435,-76.0735,73.8693,642.676,403.291,65.7887,246.616,246.616,246.616,-86.9133,-9.55239,-5.63979,-0.995108,-0.0394224,4.78756,-177.169,104.501,-30.3881,19.6618,-10.2239,-19.4934,-0.0942772,-0.61766,-3.27348,-462.305,404.713,-52.1139,0,0,-0.0717802,22.2428,-1.85515,-24.9418,1.46179,0.303328,-4.03008,552.131,-11.2081,51.147,0,0,0.0486834,0.40186,-10.1438,48.8029,16.3477,0.053566,7.02236,-18.5025,3.83642,50.4766,607.063,231.803,88.221,395.807,395.807,395.807,57.8435,-76.0735,73.8694,650.755,484.98,61.3836,82.2055,82.2055,82.2055
677,0,6.3442,0,0,12.0272,-13.8524,57.9743,5.15244,0.709099,0.315688,97.0354,-84.3718,36.4746,0,0,-0.0194857,6.48087,3.4243,106.891,305.825,316.753,487.174,350.028,350.028,350.028,70.3912,-62.4618,70.7339,232.821,414.846,64.8595,244.497,244.497,244.497,-86.3424,-3.36361,-3.25325,1.02628,0.0677255,5.25014,-210.117,-131.313,17.211,17.8793,-4.15963,-10.207,0.017793,0.621406,-3.74965,-261.554,218.735,0.871124,0,0,-0.050751,10.7007,-3.70472,-44.6847,0.789524,-0.453734,-4.67547,195.358,-169.675,20.7776,0,0,-0.0048274,-0.690372,-10.4616,53.5182,16.3112,-0.0510068,-7.04031,5.30573,15.9379,151.207,259.466,243.777,90.7784,388.714,388.714,388.714,70.3912,-62.4618,70.7339,228.196,496.048,59.6687,81.4992,81.4992,81.4991,-12.2463,13.7653,96.3219,435.955,321.262,831.948,185.434,185.434,185.434,14.1869,0,0,16.7487,-5.28505,31.7363,4.75482,-0.179301,0.380591,137.819,92.3377,20.6162,0,0,-0.013463,-1.62734,-9.53664,76.7077,576.145,357.944,481.084,352.032,352.032,352.032,57.8429,-76.1101,73.8874,642.673,403.28,65.8161,246.616,246.616,246.616,-86.9339,-9.58684,-5.63488,-1.00069,-0.033048,4.80987,-181.472,106.254,-31.5833,19.5986,-10.2304,-19.5382,-0.102879,-0.620978,-3.29605,-463.216,407.939,-52.945,0,0,-0.0709211,22.2258,-1.86603,-24.947,1.46402,0.30219,-4.05321,555.946,-10.7628,51.2223,0,0,0.047877,0.336881,-10.2007,49.0303,16.3112,0.0510068,7.04031,-18.5141,3.82561,50.4476,607.067,231.781,88.1758,395.824,395.824,395.824,57.8429,-76.1101,73.8874,650.744,484.972,61.4403,82.2055,82.2055,82.2055
678,0,6.3616,0,0,12.0641,-13.8579,57.985,5.15309,0.703708,0.318094,95.7009,-82.7922,36.1451,0,0,-0.0181664,6.4705,3.42314,106.901,305.782,316.833,487.164,350.026,350.026,350.026,70.399,-62.453,70.7087,232.826,414.853,64.8722,244.497,244.497,244.497,-86.3476,-3.38672,-3.24534,1.0231,0.0645383,5.25094,-211.074,-133.225,17.3305,17.8392,-4.14942,-10.2008,0.0193166,0.618768,-3.75012,-265.316,217.195,0.68457,0,0,-0.0494268,10.7048,-3.71151,-44.6838,0.788893,-0.458574,-4.67517,197.162,-172.064,20.7294,0,0,-0.0040502,-0.657882,-10.4291,53.5264,16.2759,-0.0486972,-7.05641,5.29745,15.9512,151.214,259.453,243.779,90.7688,388.724,388.724,388.724,70.399,-62.453,70.7087,228.212,496.056,59.6888,81.4992,81.4991,81.4992,-12.2165,13.7395,96.3406,435.861,321.398,831.937,185.434,185.434,185.434,14.2133,0,0,16.7846,-5.28965,31.7607,4.77238,-0.178412,0.37656,136.254,92.5593,21.7141,0,0,-0.0130749,-1.64589,-9.52604,76.6798,576.079,357.978,481.039,352.057,352.057,352.057,57.8422,-76.1456,73.905,642.67,403.271,65.8433,246.616,246.616,246.616,-86.9538,-9.62038,-5.63009,-1.00507,-0.0294624,4.8266,-184.818,106.732,-31.1052,19.5385,-10.2359,-19.5848,-0.108655,-0.623608,-3.31363,-464.568,409.447,-52.0886,0,0,-0.0695058,22.2099,-1.87871,-24.9486,1.4663,0.302192,-4.07028,558.459,-11.8292,52.3276,0,0,0.0466408,0.30033,-10.2453,49.2009,16.2759,0.0486972,7.05641,-18.5253,3.81496,50.419,607.071,231.761,88.1326,395.843,395.843,395.843,57.8422,-76.1457,73.905,650.735,484.964,61.496,82.2055,82.2055,82.2055
679,0,6.37801,0,0,12.099,-13.8631,57.995,5.16629,0.698321,0.324239,98.6158,-83.1556,36.3911,0,0,-0.0174228,6.46025,3.42241,106.911,305.741,316.908,487.154,350.026,350.026,350.026,70.4063,-62.4447,70.6847,232.831,414.86,64.8842,244.497,244.497,244.497,-86.3526,-3.40853,-3.23775,1.02071,0.0585622,5.26448,-208.444,-133.703,16.3743,17.8001,-4.14017,-10.1966,0.0235064,0.61504,-3.76327,-267.29,213.575,1.08154,0,0,-0.0477753,10.7081,-3.71798,-44.6821,0.790217,-0.468253,-4.68684,195.825,-173.76,20.7724,0,0,-0.00329122,-0.596965,-10.4047,53.6644,16.2419,-0.0465782,-7.07065,5.28956,15.9637,151.22,259.441,243.78,90.7598,388.733,388.733,388.733,70.4063,-62.4447,70.6847,228.228,496.064,59.7078,81.4991,81.4992,81.4992,-12.1881,13.7143,96.3574,435.771,321.528,831.929,185.434,185.434,185.434,14.2386,0,0,16.8193,-5.29413,31.7845,4.79582,-0.174781,0.374767,136.794,93.2247,19.5126,0,0,-0.0124916,-1.66264,-9.5161,76.6489,576.015,358.012,480.997,352.082,352.082,352.082,57.8414,-76.18,73.922,642.668,403.261,65.8704,246.616,246.616,246.616,-86.9731,-9.65288,-5.62552,-1.00786,-0.0278687,4.84971,-185.774,107.529,-33.3761,19.4816,-10.2405,-19.6324,-0.113459,-0.623606,-3.3381,-465.386,409.293,-54.0818,0,0,-0.0679576,22.195,-1.89285,-24.9471,1.47053,0.306062,-4.09296,560.433,-12.2541,50.4803,0,0,0.0450646,0.284085,-10.2738,49.4364,16.2419,0.0465782,7.07065,-18.5362,3.80456,50.3911,607.075,231.742,88.0916,395.864,395.864,395.864,57.8414,-76.18,73.9221,650.726,484.957,61.5504,82.2055,82.2054,82.2055
680,0,6.39348,0,0,12.1319,-13.868,58.0043,5.15741,0.696081,0.32786,95.9592,-83.5716,35.9494,0,0,-0.0162966,6.45016,3.42209,106.921,305.701,316.977,487.143,350.029,350.029,350.029,70.4131,-62.437,70.6621,232.835,414.866,64.8956,244.497,244.497,244.497,-86.3574,-3.42907,-3.23054,1.01991,0.0537814,5.25572,-210.117,-132.906,16.6134,17.7621,-4.13173,-10.1943,0.028545,0.614745,-3.75465,-273.317,211.935,0.740161,0,0,-0.0468073,10.7106,-3.72408,-44.6796,0.792535,-0.471494,-4.67707,197.832,-177.591,20.4701,0,0,-0.00257667,-0.548231,-10.3966,53.5751,16.2094,-0.0445378,-7.08306,5.28203,15.9753,151.225,259.429,243.78,90.7511,388.741,388.741,388.741,70.4131,-62.437,70.6621,228.242,496.071,59.7259,81.4992,81.4991,81.4991,-12.161,13.6901,96.3723,435.685,321.651,831.924,185.434,185.434,185.434,14.263,0,0,16.8526,-5.29848,31.8077,4.80459,-0.171456,0.375963,136.392,93.641,19.9031,0,0,-0.0120792,-1.67769,-9.50682,76.616,575.953,358.045,480.959,352.106,352.106,352.106,57.8405,-76.2132,73.9385,642.666,403.253,65.8973,246.616,246.616,246.616,-86.9916,-9.68428,-5.62113,-1.00865,-0.0302591,4.85848,-186.731,108.167,-33.0176,19.4281,-10.2444,-19.6801,-0.112994,-0.623301,-3.34938,-468.679,408.749,-53.4418,0,0,-0.0659674,22.1812,-1.90815,-24.9429,1.474,0.309865,-4.10102,562.482,-14.0394,51.0164,0,0,0.0432166,0.308452,-10.2819,49.5258,16.2094,0.0445378,7.08306,-18.5466,3.79441,50.364,607.08,231.724,88.0531,395.885,395.885,395.885,57.8405,-76.2131,73.9385,650.718,484.95,61.6037,82.2054,82.2055,82.2055
681,0,6.40806,0,0,12.1628,-13.8724,58.0128,5.15773,0.696021,0.327009,94.7627,-83.4367,35.7784,0,0,-0.0152647,6.44024,3.42216,106.931,305.663,317.041,487.133,350.034,350.034,350.034,70.4197,-62.4298,70.6408,232.839,414.871,64.9066,244.497,244.497,244.497,-86.362,-3.44839,-3.22379,1.0215,0.0541798,5.25572,-211.313,-132.906,16.9719,17.7254,-4.124,-10.1937,0.0294675,0.617432,-3.75495,-275.384,213.201,0.453371,0,0,-0.0452156,10.7123,-3.72978,-44.6765,0.794621,-0.471093,-4.67711,199.354,-178.374,20.4057,0,0,-0.00181219,-0.552292,-10.4129,53.5751,16.1784,-0.0424829,-7.09364,5.27482,15.9861,151.23,259.418,243.78,90.7429,388.747,388.747,388.747,70.4197,-62.4298,70.6408,228.256,496.077,59.7434,81.4992,81.4992,81.4992,-12.1352,13.6669,96.3852,435.603,321.767,831.921,185.434,185.434,185.434,14.2863,0,0,16.8846,-5.3027,31.83,4.81461,-0.170911,0.378781,133.469,93.9571,20.0607,0,0,-0.011376,-1.69112,-9.4983,76.5816,575.894,358.077,480.926,352.13,352.13,352.13,57.8396,-76.2451,73.9544,642.665,403.245,65.9241,246.616,246.616,246.616,-87.0093,-9.71451,-5.61696,-1.01264,-0.0338448,4.86804,-190.077,108.645,-33.4956,19.3779,-10.2476,-19.7273,-0.11092,-0.625453,-3.36241,-475.858,409.514,-53.5478,0,0,-0.0640891,22.1686,-1.9243,-24.9366,1.4804,0.312365,-4.10997,567.843,-16.6275,51.1376,0,0,0.0413233,0.345003,-10.3225,49.6232,16.1784,0.0424829,7.09364,-18.5567,3.78451,50.3378,607.084,231.706,88.0172,395.908,395.908,395.908,57.8396,-76.2452,73.9544,650.711,484.944,61.6557,82.2055,82.2055,82.2054
682,0,6.42184,0,0,12.1919,-13.8764,58.0205,5.15142,0.695527,0.329367,93.5498,-81.9226,36.2804,0,0,-0.0141787,6.43052,3.42258,106.941,305.626,317.1,487.122,350.041,350.041,350.041,70.4261,-62.4231,70.6207,232.843,414.876,64.9172,244.497,244.497,244.497,-86.3665,-3.46659,-3.2175,1.0223,0.0509926,5.24934,-211.791,-134.022,16.4938,17.6899,-4.1169,-10.1949,0.0338995,0.618996,-3.74877,-279.915,215.182,0.712223,0,0,-0.0440514,10.7134,-3.73503,-44.6729,0.797812,-0.472679,-4.67004,202.424,-179.284,21.1622,0,0,-0.00107202,-0.519802,-10.421,53.5101,16.1489,-0.0403211,-7.10242,5.26792,15.9961,151.235,259.407,243.78,90.7349,388.752,388.752,388.752,70.4261,-62.4231,70.6207,228.268,496.083,59.7604,81.4991,81.4992,81.4991,-12.1106,13.6448,96.3962,435.526,321.875,831.92,185.434,185.434,185.434,14.3085,0,0,16.9152,-5.30678,31.8517,4.83082,-0.167843,0.378619,132.376,94.3201,19.4904,0,0,-0.0108261,-1.70301,-9.4905,76.5461,575.836,358.108,480.895,352.154,352.154,352.154,57.8386,-76.2758,73.9697,642.665,403.238,65.9507,246.616,246.616,246.616,-87.0263,-9.74354,-5.613,-1.01463,-0.0342432,4.88397,-192.229,109.282,-34.3323,19.3311,-10.2504,-19.7735,-0.112619,-0.626303,-3.38206,-479.119,409.36,-54.0028,0,0,-0.0609505,22.157,-1.94108,-24.9286,1.48477,0.315726,-4.12604,570.804,-18.4369,50.6795,0,0,0.039025,0.349064,-10.3428,49.7857,16.1489,0.0403211,7.10242,-18.5663,3.77493,50.3124,607.089,231.69,87.9838,395.93,395.93,395.93,57.8386,-76.2758,73.9697,650.705,484.939,61.7065,82.2055,82.2055,82.2055
